operation,chunk_size,chunk_per_worker,dataset_size,worker_per_node,threads_per_worker,num_nodes,chunking_scheme,machine,maxmemory_per_node,maxcore_per_node,spil,runtime
climatology,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,0.9099187850952148
spatial_mean,128MB,10,20.48 GB,1,1,16,auto,wrangler,128gb,24,False,1.531184196472168
spatial_mean,128MB,10,20.48 GB,1,1,16,spatial,wrangler,128gb,24,False,2.19140625
spatial_mean,128MB,10,20.48 GB,1,1,16,temporal,wrangler,128gb,24,False,1.8171932697296143
spatial_mean,256MB,10,40.96 GB,1,1,16,auto,wrangler,128gb,24,False,3.379817485809326
spatial_mean,256MB,10,40.96 GB,1,1,16,spatial,wrangler,128gb,24,False,3.604562759399414
spatial_mean,256MB,10,40.96 GB,1,1,16,temporal,wrangler,128gb,24,False,3.244312286376953
spatial_mean,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.6369826793670654
spatial_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,1.2319490909576416
spatial_mean,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.6834204196929932
spatial_mean,512MB,10,81.92 GB,1,1,16,auto,wrangler,128gb,24,False,6.1131696701049805
spatial_mean,512MB,10,81.92 GB,1,1,16,spatial,wrangler,128gb,24,False,6.598719358444214
spatial_mean,512MB,10,81.92 GB,1,1,16,temporal,wrangler,128gb,24,False,5.768503665924072
spatial_mean,64MB,10,10.24 GB,1,1,16,auto,wrangler,128gb,24,False,0.8420326709747314
spatial_mean,64MB,10,10.24 GB,1,1,16,spatial,wrangler,128gb,24,False,1.3447494506835938
spatial_mean,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,0.8956639766693115
temporal_mean,128MB,10,20.48 GB,1,1,16,auto,wrangler,128gb,24,False,1.0840773582458496
temporal_mean,128MB,10,20.48 GB,1,1,16,spatial,wrangler,128gb,24,False,1.2098174095153809
temporal_mean,128MB,10,20.48 GB,1,1,16,temporal,wrangler,128gb,24,False,1.2336716651916504
temporal_mean,256MB,10,40.96 GB,1,1,16,auto,wrangler,128gb,24,False,2.458750009536743
temporal_mean,256MB,10,40.96 GB,1,1,16,spatial,wrangler,128gb,24,False,2.382960081100464
temporal_mean,256MB,10,40.96 GB,1,1,16,temporal,wrangler,128gb,24,False,2.2440879344940186
temporal_mean,32MB,10,5.12 GB,1,1,16,auto,wrangler,128gb,24,False,0.5551774501800537
temporal_mean,32MB,10,5.12 GB,1,1,16,spatial,wrangler,128gb,24,False,0.43615078926086426
temporal_mean,32MB,10,5.12 GB,1,1,16,temporal,wrangler,128gb,24,False,0.3749692440032959
temporal_mean,512MB,10,81.92 GB,1,1,16,auto,wrangler,128gb,24,False,4.547987699508667
temporal_mean,512MB,10,81.92 GB,1,1,16,spatial,wrangler,128gb,24,False,4.26515793800354
temporal_mean,512MB,10,81.92 GB,1,1,16,temporal,wrangler,128gb,24,False,4.284980773925781
temporal_mean,64MB,10,10.24 GB,1,1,16,auto,wrangler,128gb,24,False,0.5573222637176514
temporal_mean,64MB,10,10.24 GB,1,1,16,spatial,wrangler,128gb,24,False,0.6787867546081543
temporal_mean,64MB,10,10.24 GB,1,1,16,temporal,wrangler,128gb,24,False,0.6156432628631592
